-0.35168648	0.3367559	-0.32910863	-0.34277135	-0.2902426	-0.3510126	0.33015108	0.3366686	-0.26513574	0.3060311	0.28641844	-0.35071957	-0.3118409	-0.25665885	0.34561527	0.3068663
-1.8631928	1.8555077	-1.8224542	-1.8561271	-1.8514835	-1.8599814	1.7890586	1.8092986	-1.8668863	1.8848735	1.8676125	-1.9059573	-1.839843	-1.8362358	1.779363	1.8697073
-0.25288838	0.31156072	-0.27266857	-0.33101332	-0.32048717	-0.2829239	0.341249	0.30146742	-0.2597905	0.32186332	0.24802193	-0.26023594	-0.33713216	-0.2806053	0.26498872	0.31857154
0.84766847	-0.7608563	0.8169698	0.8813544	0.8518032	0.82718843	-0.78285086	-0.8528762	0.89277726	-0.8218582	-0.84595644	0.8310156	0.81607205	0.85970366	-0.80743587	-0.8660347
-0.58621806	0.555495	-0.5745842	-0.5802238	-0.60545117	-0.63343865	0.5518401	0.5963815	-0.54801923	0.56309646	0.5837847	-0.5638247	-0.52699494	-0.59055144	0.5881581	0.6023402
-5.669049	5.6677604	-5.6545515	-5.710866	-5.6950336	-5.70721	5.6613836	5.694298	-5.711088	5.765737	5.7412825	-5.744949	-5.782766	-5.7190423	5.690673	5.757653
-2.3276556	2.3190484	-2.2936096	-2.3084583	-2.3423715	-2.2887547	2.2602587	2.355694	-2.333127	2.3844023	2.354773	-2.3643086	-2.3316534	-2.2907891	2.2366476	2.3103654
-0.7381627	0.7382013	-0.71447515	-0.6520646	-0.7292159	-0.7127527	0.66962457	0.69042647	-0.6681747	0.75631106	0.6955115	-0.67315334	-0.71633184	-0.7367606	0.69622004	0.67337555
-0.5363201	0.47323003	-0.5436928	-0.5245563	-0.51668644	-0.5477925	0.5197151	0.54603225	-0.5365941	0.5118327	0.56392896	-0.55694216	-0.50961375	-0.55025727	0.51684695	0.5164568
1.8672717	-1.8401037	1.8733299	1.8632432	1.8951764	1.8047732	-1.8809948	-1.9167293	1.9185088	-1.8774161	-1.9110384	1.9302065	1.8691713	1.9057646	-1.8286474	-1.9098676
